"Isbn"	"Title"
"9780316754316"	"The Morning After: Sex, Fear, And Feminism On Campus"
"9780316769020"	"Franny And Zooey"
"9780316769488"	"The Catcher In The Rye"
"9780316769495"	"Franny And Zooey"
"9780316769501"	"Nine Stories"
"9780316769518"	"Raise High The Roof Beam, Carpenters And Seymour: An Introduction"
"9780316769570"	"Raise High The Roof Beam, Carpenters And Seymour: An Introduction"
"9780316776967"	"Me Talk Pretty One Day"
"9780316777728"	"Me Talk Pretty One Day"
"9780316777735"	"Naked"
"9780316779036"	"The Discipline Book: How To Have A Better-Behaved Child From Birth To "
"9780316779050"	"The Baby Book: Everything You Need To Know About Your Baby From Birth "
"9780316779074"	"The Birth Book: Everything You Need To Know To Have A Safe And Satisfy"
"9780316779234"	"Holidays On Ice: Stories"
"9780316779425"	"Barrel Fever: Stories And Essays"
"9780316779494"	"Naked"
"9780316779982"	"Holidays On Ice: Stories"
"9780316780377"	"The Weight Of Water"
"9780316780810"	"Sea Glass: A Novel"
"9780316781015"	"Fortune's Rocks: A Novel"
"9780316781145"	"The Last Time They Met: A Novel"
"9780316781268"	"The Last Time They Met: A Novel"
"9780316781466"	"Live From New York: An Uncensored History Of Saturday Night Live"
"9780316782265"	"All He Ever Wanted"
"9780316782470"	"The Dangerous Husband: A Novel"
"9780316782500"	"The Weight Of Water"
"9780316782654"	"The Dangerous Husband: A Novel"
"9780316784979"	"The Adams Chronicles: Four Generations Of Greatness"
"9780316785266"	"The Fig Eater: A Novel"
"9780316785648"	"The Fig Eater"
"9780316787031"	"The Nightmare Years: 1930-1940, Vol. 2"
"9780316788229"	"The Pilot's Wife"
"9780316789080"	"The Pilot's Wife (Oprah's Book Club)"
"9780316789844"	"Resistance: A Novel"
"9780316789974"	"The Weight Of Water"
"9780316803489"	"The Cliff Walk: A Memoir Of A Job Lost And A Life Found"
"9780316804929"	"The Discovery Of Animal Behaviour"
"9780316812405"	"Readings In Child Behavior And Development"
"9780316812474"	"Revolution From Within: A Book Of Self-Esteem"
"9780316813075"	"Look-Alikes Jr. : Find More Than 700 Hidden Everyday Objects"
"9780316816533"	"Perfect Harmony"
"9780316816885"	"The Hacienda: A Memoir"
"9780316825337"	"Evening News: A Novel"
"9780316845441"	"The Pursuit Of Pleasure"
"9780316850957"	"How To Prepare For Your High School Reunion And Other Midlife Musings"
"9780316852579"	"The Hope"
"9780316877718"	"Under Sail"
"9780316890199"	"The Evidence Against Her: A Novel"
"9780316890649"	"Evening News: A Novel"
"9780316895248"	"In The Hand Of Dante: A Novel"
"9780316896580"	"Cut Numbers : A Novel"
"9780316898164"	"River, Cross My Heart : A Novel"
"9780316899987"	"River, Cross My Heart: A Novel (Oprah's Book Club)"
"9780316910330"	"Gossip Girl #1: A Novel (Gossip Girl Series)"
"9780316919890"	"A Supposedly Fun Thing I'll Never Do Again: Essays And Arguments"
"9780316925198"	"Brief Interviews With Hideous Men"
"9780316929196"	"All Too Human: A Political Education"
"9780316952668"	"The Winds Of War"
"9780316954990"	"War And Remembrance"
"9780316955195"	"The Hope, A Novel"
"9780316955256"	"The Glory: A Novel"
"9780316969444"	"Suzanne's Diary For Nicholas"
"9780316969680"	"The Beach House"
"9780316973748"	"The Gospel Of Judas: A Novel"
"9780317532906"	"Machine Dreams"
"9780321090935"	"Charles A. Lindbergh: Lone Eagle (2nd Edition)"
"9780321130075"	"HTML For The World Wide Web With XHTML And CSS, Fifth Edition"
"9780323023924"	"Nursing Interventions Classification (NIC), 4e"
"9780330020701"	"Town Like Alice"
"9780330244077"	"TINKER TAILOR SOLDIER SPY"
"9780330253567"	"The Honourable Schoolboy"
"9780330253604"	"Wilt"
"9780330261876"	"Animals Of Farthing Wood"
"9780330262132"	"The Restaurant At The End Of The Universe"
"9780330262729"	"Smiley's People"
"9780330267380"	"Life, The Universe And Everything (Hitch-Hikers Guide To The Galaxy, N"
"9780330282567"	"The Little Drummer Girl"
"9780330284141"	"Name Of The Rose (Picador Books)"
"9780330288132"	"Terminal"
"9780330288392"	"Flying Visits (Picador Books)"
"9780330291613"	"Biggles: The Untold Story"
"9780330293792"	"Lester: The Official Biography"
"9780330294003"	"Less Than Zero (Picador)"
"9780330294379"	"Falling Towards England (Picador Books)"
"9780330294911"	"Man Who Mistook His Wife For A Hat (Picador)"
"9780330301497"	"Madwomans Underclothes Essays And Occasion (Picador Books)"
"9780330303118"	"Deadlock"
"9780330303279"	"Seek The Fair Land (The Irish Trilogy)"
"9780330303286"	"The Silent People"
"9780330305334"	"Cannibal In Manhattan (Picador Books)"
"9780330305730"	"Bonfire Of The Vanities (Picador Books)"
"9780330306836"	"Holidays In Hell"
"9780330312363"	"Year In Provence"
"9780330314978"	"Foucault's Pendulum"
"9780330317498"	"The Twisted Sword (The Poldark Saga)"
"9780330319478"	"Toujours Provence"
"9780330327916"	"The Ice House"
"9780330328081"	"Carn Uk"
"9780330328579"	"Dracula: The Novelisation"
"9780330328746"	"Butcher Boy"
"9780330328913"	"Consider The Lily"
"9780330330374"	"The Sculptress"
"9780330331692"	"All The Pretty Horses (UK Edition)"
"9780330331975"	"River God"
"9780330332774"	"Bridget Jones's Diary"
"9780330334020"	"Mad Cows"
"9780330334181"	"Great Irish Detective Stories"
"9780330334365"	"Essays In Love/a Novel"
"9780330335270"	"Foetal Attraction"
"9780330336215"	"The Picador Book Of The Beach"
"9780330344777"	"Virgin Territory: A Roman Mystery"
"9780330346269"	"Acqua Alta"
"9780330346528"	"Hollywood Lies (Pb)"
"9780330346924"	"The Cure: Faith"
"9780330349116"	"Cross Channel"
"9780330351959"	"A Booke Of Days: A Journal Of The Crusade"
"9780330352093"	"Cauldron Uk"
"9780330352253"	"To The Hilt"
"9780330352697"	"Four Letters Of Love (Spanish Edition)"
"9780330353717"	"Shuttlecock"
"9780330354561"	"Love Like Hate Adore"
"9780330355667"	"Strange Places, Questionable People: Updated With A New Chapter On Kos"
"9780330357197"	"Loose Living"
"9780330357807"	"Marilyn's Almost Terminal New York Adventure"
"9780330358569"	"Shooting Elvis"
"9780330359917"	"Night Letters"
"9780330360432"	"Three Dollars"
"9780330361972"	"People Of Heaven"
"9780330363235"	"Dirt Music"
"9780330375252"	"Bridget Jones's Diary"
"9780330376136"	"Once"
"9780330391764"	"Swan River"
"9780330392617"	"Idea Of Perfection"
"9780330412308"	"Don't Let's Go To Dogs Tonight: An African Childhood"
"9780330419567"	"Salmon Doubt"
"9780330420952"	"Rat Race: AND To The Hilt"
"9780330480956"	"Sleeping Partner"
"9780330481359"	"The Worst Journey In The World: Antarctica 1910-13"
"9780330482073"	"The Princess Diaries: Third Time Lucky"
"9780330482431"	"The Children's Book Of Books 2000"
"9780330483018"	"The Fisher Child"
"9780330484510"	"Twenty Minute Retreats (A Pan Self-Discovery Title)"
"9780330486705"	"Louise Brindley Omnibus (Pb)"
"9780330487948"	"Wow!: A Novel Of Dogs, Divas And Deviance"
"9780330491198"	"The Hitchhiker's Guide To The Galaxy"
"9780330491488"	"Whatever You Want"
"9780330491976"	"Nip 'n' Tuck"
"9780333185155"	"Drink For The Bridge"
"9780333375112"	"""""""Rolling Stone"""" Rock Almanac"""
"9780333493380"	"THE CHURCH MICE AND THE MOON"
"9780333493403"	"The Church Cat Abroad (Picturemac)"
"9780333493427"	"The Church Mice At Bay"
"9780333517628"	"My First Look At Summer"
"9780333568743"	"River God (Egyptian Novels)"
"9780333782255"	"The Creative Writing Coursebook: Forty Authors Share Advice And Exerci"
"9780333906309"	"Fiddleback: A Novel"
"9780333907856"	"Ice Station"
"9780340020326"	"Sleep In The Woods (Coronet Books)"
"9780340165638"	"Nethergate"
"9780340182567"	"Creative Writing (Teach Yourself)"
"9780340188026"	"Across The Bitter Sea (Coronet Books)"
"9780340223031"	"Lords Of Misrule Pb (The House Of Stewart Trilogy)"
"9780340265451"	"Margaret The Queen"
"9780340268773"	"Noble House (Coronet Books)"
"9780340278260"	"Rings Of Sand"
"9780340337929"	"Gathering Wolves (Coronet Books)"
"9780340401071"	"Rest For The Wicked Ppr NZ"
"9780340415184"	"Blood And Sand"
"9780340424353"	"Mysteries Of Pittsburgh"
"9780340512661"	"Pigs Ahoy!"
"9780340542668"	"Canon Bang-bang"
"9780340551196"	"Time To Dance"
"9780340565827"	"Teach Yourself Further Spanish Pb"
"9780340568873"	"Anne Of Green Gables (Knight Books)"
"9780340577370"	"Four Scottish Journeys: An Identity Rediscovered"
"9780340581230"	"Blindfold"
"9780340590263"	"Children's Children"
"9780340609774"	"Dancing In The Moonlight Pb"
"9780340612842"	"Love ME Tender (Starlight)"
"9780340629680"	"Secret Clues (Mystery Club)"
"9780340649763"	"Dancing At The Victory Cafe"
"9780340654163"	"Escape: The Love Story From Whirlwind"
"9780340660119"	"Kenny Dalglish Autobiography"
"9780340660492"	"Well Groomed"
"9780340672259"	"Goodbye, Johnny Thunders"
"9780340682272"	"Snap Happy"
"9780340682319"	"Lots Of Love"
"9780340689486"	"Does My Bum Look Big In This?"
"9780340693094"	"The Talk Of The Town"
"9780340697085"	"Feng Shui: A Complete Guide (Beginners Guide)"
"9780340697689"	"Teach Yourself Film Studies"
"9780340718155"	"My Legendary Girlfriend"
"9780340721483"	"Behind The Smile: My Story"
"9780340728253"	"Oxygen : A Novel"
"9780340733950"	"Tinker Tailor Soldier Spy"
"9780340750469"	"White Mice"
"9780340750629"	"The Evidence Exposed"
"9780340765425"	"Trowel And Error"
"9780340766637"	"Sweet Dreams Are Made Of This A Dark Fai"
"9780340767061"	"Fractions Of Zero"
"9780340767276"	"Soldiers Return Uk"
"9780340767931"	"Turning Thirty"
"9780340792650"	"Turning Thirty"
"9780340802991"	"Chinese Language, Life And Culture (Teach Yourself)"
"9780340818688"	"The Dog Catcher"
"9780340821190"	"The White Road"
"9780340824283"	"Let's Get Physical"
"9780340826072"	"The Rice Mother"
"9780340857380"	"Angela Carter: A Beginner's Guide"
"9780345245755"	"Something Happened"
"9780345248220"	"Dying Inside"
"9780345248688"	"The Long Arm Of Gil Hamilton"
"9780345250551"	"Flora Sweet"
"9780345251732"	"Rainbow: The Stormy Life Of Judy Garland"
"9780345253736"	"The White Dragon"
"9780345253859"	"Sybil Leek's Book Of The Curious And The Occult"
"9780345253880"	"Roadmarks"
"9780345254115"	"The West End Horror: A Posthumous Memoir Of John H. Watson, M.D."
"9780345255211"	"The Russians"
"9780345255570"	"Star Trek Log Nine"
"9780345255587"	"A Man Called Intrepid"
"9780345256553"	"Apple Tree Lean Down"
"9780345256669"	"Get Off The Unicorn"
"9780345257161"	"Lord Foul's Bane (The Chronicles Of Thomas Covenant The Unbeliever, Bo"
"9780345257178"	"The Illearth War: The Chronicles Of Thomas Covenant The Unbeliever Boo"
"9780345257185"	"The Power That Preserves"
"9780345257444"	"Restoree"
"9780345257505"	"A WORLD OUT OF TIME"
"9780345258557"	"A Spell For Chameleon (The Magic Of Xanth, No. 1)"
"9780345260314"	"The Dragons Of Eden: Speculations On The Evolution Of Human Intelligen"
"9780345260628"	"Splinter Of The Mind's Eye"
"9780345260727"	"SPACE CADET"
"9780345260796"	"Star Wars"
"9780345272126"	"Star Trek Log Ten / 10"
"9780345272454"	"Dinosaur Planet #1"
"9780345272461"	"Dinosaur Planet Survivors."
"9780345272577"	"The Hobbit"
"9780345272584"	"Fellowship Of The Ring"
"9780345272591"	"The Two Towers"
"9780345272607"	"The Return Of The King"
"9780345272843"	"THE SOURCE OF MAGIC"
"9780345273307"	"Another Roadside Attraction"
"9780345273499"	"Treasures Of Tutankhamun"
"9780345273550"	"Captive Innocence"
"9780345273574"	"To Ride Pegasus"
"9780345274533"	"She"
"9780345274564"	"Her Majesty's Wizard"
"9780345275127"	"Touch The Sun"
"9780345275189"	"Thrice Upon A Time"
"9780345275301"	"Special People"
"9780345275493"	"Flight Of The Horse"
"9780345275677"	"The White Dragon (The Dragonriders Of Pern)"
"9780345275745"	"Dog Soldiers"
"9780345275868"	"Agatha"
"9780345276353"	"Master Of The Five Magics"
"9780345277404"	"Convergent Series"
"9780345277930"	"Goldengirl"
"9780345277992"	"Icerigger"
"9780345278661"	"Desert Solitaire"
"9780345279255"	"Castle Roogna (Xanth, No. 3)"
"9780345280220"	"Warm Worlds And Otherwise"
"9780345281524"	"The Zimmerman Telegram"
"9780345282286"	"The Emerald City Of Oz"
"9780345282897"	"Double, Double (Queen)"
"9780345283498"	"Dragon's Egg"
"9780345283559"	"Han Solo At Stars' End"
"9780345283719"	"The Vicar Of Christ"
"9780345283924"	"The Empire Strikes Back (Star Wars, Episode V)"
"9780345283948"	"A Distant Mirror -The Calamitous 14th Century"
"9780345284365"	"The Stories Of John Cheever"
"9780345285546"	"The Elfstones Of Shannara (The Sword Of Shannara)"
"9780345285553"	"The Elfstones Of Shannara"
"9780345285850"	"Shibumi"
"9780345285980"	"Crystal Singer"
"9780345286437"	"Alchemy And Academe"
"9780345286482"	"Deathwind"
"9780345287106"	"Han Solo And The Lost Legacy"
"9780345287793"	"Garfield At Large"
"9780345288301"	"The House Between The Worlds"
"9780345289070"	"Inherit The Stars"
"9780345289421"	"Introducing C. B. Greenfield"
"9780345290236"	"The Third Eye"
"9780345290243"	"The Sword Of Shannara"
"9780345291158"	"The Image"
"9780345291400"	"Special Deliverance"
"9780345291790"	"Restoree"
"9780345292346"	"Fahrenheit 451"
"9780345293718"	"Cerberus: Wolf In Fold"
"9780345294456"	"Chameleon"
"9780345294685"	"The Best Of H.P. Lovecraft : Bloodcurdling Tales Of Horror And The Mac"
"9780345295460"	"Trouble Valley"
"9780345295682"	"Dragonflight"
"9780345296016"	"The Stunt Man"
"9780345296047"	"The Hobbit"
"9780345296054"	"THE FELLOWSHIP OF THE RING (Part One Of The Lord Of The Rings)"
"9780345296597"	"Splinter Of Mind's Eye"
"9780345296702"	"The Walls Of Air (The Darwath Trilogy, Book 2)"
"9780345296719"	"The Armies Of Daylight (Darwath, No. 3)"
"9780345296900"	"Seven Arrows"
"9780345297686"	"The Ship Who Sang"
"9780345297709"	"Centaur Aisle (The Magic Of Xanth, No. 4)"
"9780345298348"	"Gorky Park (Arkady Renko Novels)"
"9780345298362"	"Six Of Swords"
"9780345298713"	"Forbidden Sanctuary"
"9780345298737"	"Moreta: Dragonlady Of Pern"
"9780345298980"	"The One Tree (The Second Chronicles Of Thomas Covenant, Book 2)"
"9780345300201"	"The Outside Man"
"9780345300614"	"The Vagabond"
"9780345300775"	"Magician's Gambit (Eddings, David; The Belgariad, Bk. 3.)"
"9780345300782"	"Enchanter's End Game (The Belgariad, Book 5)"
"9780345300799"	"QUEEN OF SORCERY:  Book II Of The Belgariad"
"9780345300805"	"Castle Of Wizardry (The Belgariad, Book 4)"
"9780345300911"	"Intrepid's Last Case"
"9780345301062"	"To Ride Pegasus"
"9780345301116"	"Story Of O"
"9780345301130"	"HELL'S ANGELS"
"9780345301291"	"Blade Runner"
"9780345301703"	"Disturb Not The Dream"
"9780345301871"	"Ogre, Ogre (The Magic Of Xanth, No. 5)"
"9780345302571"	"Smoke Ring"
"9780345302625"	"Garfield Weighs In: His Fourth Book"
"9780345302632"	"187 Ways To Amuse A Bored Cat"
"9780345302656"	"Satan: His Psychotherapy And Cure By The Unfortunate Dr. Kassler, J.S."
"9780345302748"	"Speaker Of Mandarin: An Inspector Wexford Mystery"
"9780345302908"	"The Heaven Makers"
"9780345303066"	"2010: Odyssey Two"
"9780345304568"	"Night Mare (The Magic Of Xanth, No. 6)"
"9780345304650"	"Nirvana Blues"
"9780345305183"	"On A Pale Horse (Incarnations Of Immortality, Book 1)"
"9780345305473"	"Easy Travel To Other Planets"
"9780345305770"	"Get Off The Unicorn"
"9780345307125"	"Garfield Takes The Cake"
"9780345307590"	"Dr. Zhivago"
"9780345307613"	"Split Infinity (Apprentice Adept, Bk. 1)"
"9780345307675"	"Star Wars : Return Of The Jedi"
"9780345308238"	"The March Of Folly: From Troy To Vietnam"
"9780345308474"	"The Girl From The Emeraline Island"
"9780345308481"	"What Every Woman Should Know About Men"
"9780345308924"	"The River Of Dancing Gods"
"9780345308931"	"Demons Of The Dancing Gods"
"9780345308986"	"Foundation's Edge"
"9780345308993"	"Foundation (Foundation, No.1)"
"9780345309006"	"FOUNDATION AND EMPIRE"
"9780345309013"	"Second Foundation(Foundation Trilogy, Book 3)"
"9780345309044"	"Making Peace With Your Parents"
"9780345309129"	"Garfield Eats His Heart Out"
"9780345309198"	"The Ladies Of Mandrigyn (Sun Wolf And Starhawk, No. 1)"
"9780345309884"	"Friday"
"9780345309976"	"PAWN OF PROPHECY (The Belgariad)"
"9780345310026"	"Chronicle Of A Death Foretold"
"9780345310118"	"Lord Foul's Bane (The Chronicles Of Thomas Covenant The Unbeliever, Bo"
"9780345310293"	"The Illearth War (Chronicles Of Thomas Covenant The Unbeliever, Vol. 2"
"9780345310309"	"The Power That Preserves (The Chronicles Of Thomas Covenant The Unbeli"
"9780345310422"	"The Wounded Land (Second Chronicles Of Thomas Covenant, Vol. 1)"
"9780345310798"	"Stallion Gate"
"9780345311009"	"HOW TO GET WHAT YOU REALLY WANT, A UNIQUE, STEP-BY-STEP PLAN TO PINPOI"
"9780345311078"	"Dragon On A Pedestal (The Magic Of Xanth, No. 7)"
"9780345311184"	"C.B. Greenfield: The Piano Bird"
"9780345311399"	"Private Screening"
"9780345311634"	"Lando Calrissian And The Flamewind Of Oseon"
"9780345311801"	"Shibumi"
"9780345311962"	"Pebble In The Sky"
"9780345312013"	"Hooligans"
"9780345312211"	"Lincoln"
"9780345312266"	"Garfield Sits Around The House"
"9780345312716"	"Garfield Tips The Scales (Garfield (Numbered Paperback))"
"9780345312792"	"The Silent Gondoliers: A Fable By S. Morgenstern"
"9780345313096"	"Crewel Lye: A Caustic Yarn (The Magic Of Xanth, No. 8)"
"9780345313157"	"Bearing An Hourglass (Incarnations Of Immortality, Book 2)"
"9780345313218"	"The Source Of Magic (The Magic Of Xanth, No. 2)"
"9780345313577"	"Job, A Comedy Of Justice"
"9780345313867"	"The Vampire Lestat (Vampire Chronicles, Book II)"
"9780345314246"	"Blue Adept (Split Infinity)"
"9780345314253"	"The Sword Of Shannara"
"9780345314482"	"Dragonquest"
"9780345314864"	"The Summer Of Katya"
"9780345314871"	"Requiem For A Ruler Of Worlds: (Alacrity FitzHugh And Hobart Floyt, No"
"9780345314895"	"The Black Ship"
"9780345314987"	"Berlin Game (Bernard Samson, Book 1)"
"9780345315014"	"Union Street"
"9780345315229"	"3001 The Final Odyssey"
"9780345315496"	"Vengeance Of The Dancing Gods"
"9780345315649"	"The Catch Trap"
"9780345315717"	"The Robots Of Dawn (R. Daneel Olivaw, No. 3)"
"9780345315724"	"Dragonsbane"
"9780345316004"	"Killashandra"
"9780345316455"	"Be Restored To Health"
"9780345316509"	"Job: A Comedy Of Justice"
"9780345316578"	"Who Needs Enemies?"
"9780345316776"	"Almost Paradise"
"9780345316998"	"THE WHITE GOLD WIELDER (Second Chronicles Of Thomas Covenant)"
"9780345317216"	"The Cook"
"9780345317384"	"Loo Sanction"
"9780345317582"	"Magic Kingdom For Sale"
"9780345317711"	"A Spell For Chameleon"
"9780345317841"	"HITLER(ABRIDGED ED)"
"9780345317988"	"FOUNDATION"
"9780345318053"	"Garfield Loses His Feet (Garfield (Numbered Paperback))"
